,imgUrl,labels,score,likeCount,commentCount,caption,normalizedLikeCount,normalizedCommentCount,engagementScore,engagement
20,https://www.instagram.com/p/CklLv5xgAW8/media/?size=l,"['Shorts', 'Sneakers', 'Recreation', 'Leisure', 'Hat', 'Competition event', 'Performing arts', 'Entertainment', 'Team', 'Event']","[0.8760702013969421, 0.8044407367706299, 0.7867101430892944, 0.785125732421875, 0.7636759877204895, 0.7606666088104248, 0.7603330016136169, 0.747054398059845, 0.7467118501663208, 0.7402830123901367]",62527,487,,0.06524579215927707,0.010104153699323623,0.03216080908330501,0
21,https://www.instagram.com/p/CklLv5xgAW8/media/?size=l,"['Shorts', 'Sneakers', 'Recreation', 'Leisure', 'Hat', 'Competition event', 'Performing arts', 'Entertainment', 'Team', 'Event']","[0.8760702013969421, 0.8044407367706299, 0.7867101430892944, 0.785125732421875, 0.7636759877204895, 0.7606666088104248, 0.7603330016136169, 0.747054398059845, 0.7467118501663208, 0.7402830123901367]",62527,487,,0.06524579215927707,0.010104153699323623,0.03216080908330501,0
22,https://www.instagram.com/p/CkjacKTg281/media/?size=l,"['Sky', 'Plant', 'Cloud', 'Wheel', 'Tractor', 'Agriculture', 'Agricultural machinery', 'Grass', 'Natural foods', 'Farmer']","[0.9758745431900024, 0.9658173322677612, 0.9651782512664795, 0.8659253716468811, 0.8363556861877441, 0.827745795249939, 0.8056803941726685, 0.7987965941429138, 0.7949744462966919, 0.7784435153007507]",142590,708,"Photo by National Geographic on November 04, 2022. May be an image of 1 person and outdoors.",0.1487900827481139,0.014689406199427362,0.06832967681890198,1
23,https://www.instagram.com/p/Ckim8FggqEL/media/?size=l,"['Cloud', 'Sky', 'Natural landscape', 'Slope', 'Landscape', 'Ice cap', 'Horizon', 'Wind wave', 'Hill', 'Freezing']","[0.9668301939964294, 0.9279870986938477, 0.8928634524345398, 0.8210040926933289, 0.7782943248748779, 0.7725387811660767, 0.7670145034790039, 0.7567418813705444, 0.7346929907798767, 0.7123458385467529]",103362,507,"Photo by National Geographic on November 04, 2022. May be an image of sky and nature.",0.10785637515260922,0.010519108676708577,0.049454015267068836,0
24,https://www.instagram.com/p/Ckg1po-LVov/media/?size=l,"['Primate', 'Eye', 'Organism', 'Wrinkle', 'Terrestrial animal', 'Liver', 'Snout', 'Natural material', 'Close-up', 'Smile']","[0.9596168398857117, 0.9353551864624023, 0.8631635308265686, 0.8111850619316101, 0.805711030960083, 0.7831451892852783, 0.7524716258049011, 0.722783625125885, 0.7084589600563049, 0.6905263662338257]",634858,6198,,0.6624628259576555,0.12859454749159716,0.3421418588780205,1
25,https://www.instagram.com/p/Ckg1po-LVov/media/?size=l,"['Primate', 'Eye', 'Organism', 'Wrinkle', 'Terrestrial animal', 'Liver', 'Snout', 'Natural material', 'Close-up', 'Smile']","[0.9596168398857117, 0.9353551864624023, 0.8631635308265686, 0.8111850619316101, 0.805711030960083, 0.7831451892852783, 0.7524716258049011, 0.722783625125885, 0.7084589600563049, 0.6905263662338257]",634858,6198,,0.6624628259576555,0.12859454749159716,0.3421418588780205,1
26,https://www.instagram.com/p/Ckg1po-LVov/media/?size=l,"['Primate', 'Eye', 'Organism', 'Wrinkle', 'Terrestrial animal', 'Liver', 'Snout', 'Natural material', 'Close-up', 'Smile']","[0.9596168398857117, 0.9353551864624023, 0.8631635308265686, 0.8111850619316101, 0.805711030960083, 0.7831451892852783, 0.7524716258049011, 0.722783625125885, 0.7084589600563049, 0.6905263662338257]",634858,6198,,0.6624628259576555,0.12859454749159716,0.3421418588780205,1
27,https://www.instagram.com/p/Ckg1po-LVov/media/?size=l,"['Primate', 'Eye', 'Organism', 'Wrinkle', 'Terrestrial animal', 'Liver', 'Snout', 'Natural material', 'Close-up', 'Smile']","[0.9596168398857117, 0.9353551864624023, 0.8631635308265686, 0.8111850619316101, 0.805711030960083, 0.7831451892852783, 0.7524716258049011, 0.722783625125885, 0.7084589600563049, 0.6905263662338257]",634858,6198,,0.6624628259576555,0.12859454749159716,0.3421418588780205,1
28,https://www.instagram.com/p/Ckg1po-LVov/media/?size=l,"['Primate', 'Eye', 'Organism', 'Wrinkle', 'Terrestrial animal', 'Liver', 'Snout', 'Natural material', 'Close-up', 'Smile']","[0.9596168398857117, 0.9353551864624023, 0.8631635308265686, 0.8111850619316101, 0.805711030960083, 0.7831451892852783, 0.7524716258049011, 0.722783625125885, 0.7084589600563049, 0.6905263662338257]",634858,6198,,0.6624628259576555,0.12859454749159716,0.3421418588780205,1
29,https://www.instagram.com/p/Ckg1po-LVov/media/?size=l,"['Primate', 'Eye', 'Organism', 'Wrinkle', 'Terrestrial animal', 'Liver', 'Snout', 'Natural material', 'Close-up', 'Smile']","[0.9596168398857117, 0.9353551864624023, 0.8631635308265686, 0.8111850619316101, 0.805711030960083, 0.7831451892852783, 0.7524716258049011, 0.722783625125885, 0.7084589600563049, 0.6905263662338257]",634858,6198,,0.6624628259576555,0.12859454749159716,0.3421418588780205,1
